Job No,Institution,Job Title,List ID,financial,identity,customers,data,institutions,market,services,platforms,customer,digital,bank,traditional,key,risk,insurance,products,investors,alternative,payment,investment,banks,economic,payments,forum,capital,implications,uncertainties,future,time,access,systems,providers,management,based,insurers,transactions,processes,system,findings,lending,provide,dlt,technology,process,potential,business,regulatory,state,scenario,opportunities,risks,large,states,user,regulators,users,intermediaries,solutions,incumbents,high,asset,service,introduction,global,conclusion,platform,smart,fis,cost,credit,models,trade,industry,transfer,trading,real,transaction,funding,automated,markets,equity,product,case,individual,online,ecosystem,attributes,firms,infrastructure,scale,entities,ability,increased,mobile,current,wealth,role,assets,investor,deloitte
355,Comerica Inc,"AVP, Senior Financial Analyst",1,8,0,0,2,0,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,3,0,0,1,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
356,Comerica Inc,Commercial Underwriter for Commercial Real Estate,1,2,0,1,2,0,0,1,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,2,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
357,Comerica Inc,Portfolio Manager-Wealth Management- Los Angeles,1,4,0,5,0,0,0,2,0,2,0,4,0,1,5,0,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,1,3,0,0,0,0,5,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
358,Comerica Inc,Credit Support Specialist in Detroit,1,7,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
359,Comerica Inc,Retail Personal Banker at Anderson Burnet,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
360,Comerica Inc,Trust Advisor III in Denver,1,1,0,0,0,0,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0
361,Comerica Inc,Assistant Banking Center Manager at 75th & Thunderbird,1,2,0,6,0,0,0,5,0,14,0,4,0,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,2,0,0,2,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
362,Comerica Inc,Private Banking Officer- Wealth Management- San Jose,1,3,0,0,0,0,0,1,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
363,Comerica Inc,Part Time Retail Personal Banker at Broward NE Third,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
364,Comerica Inc,Sr. Staff Engineer  Active Directory  Auburn Hills,1,1,3,0,0,0,0,8,1,1,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,7,0,0,0,1,3,0,0,6,0,5,1,0,8,0,0,0,3,1,5,1,0,0,0,0,12,1,2,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,2,0,0,0,1,0,0,0,0
365,Comerica Inc,Electronic Services Processing Analyst,1,1,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
366,Comerica Inc,Lockbox Processor,1,1,0,0,5,0,0,1,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
367,Comerica Inc,GCM Processing Analyst I,1,3,0,4,0,0,0,1,0,4,0,4,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
368,Comerica Inc,Part-Time Lockbox Processor II,1,1,0,0,5,0,0,1,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
369,Comerica Inc,Senior Manager Technology   API Economy Delivery   Auburn Hills,1,2,0,0,0,0,1,3,1,2,0,3,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,3,2,0,0,2,2,0,0,1,0,14,0,0,4,0,0,0,0,2,5,1,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
370,Comerica Inc,Treasury Management Relationship Specialist- Southern CA,1,2,0,6,0,0,0,2,0,5,0,3,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,12,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,0,1,1,4,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
371,Comerica Inc,Senior Staff Engineer,1,1,2,0,0,0,0,4,1,1,0,3,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,9,0,0,0,1,5,0,0,8,0,5,1,0,9,0,0,0,3,1,3,1,0,0,0,0,13,1,3,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,1,2,0,0,0
372,Comerica Inc,Principal Project Manager  Auburn Hills,1,1,0,0,1,0,0,1,0,0,0,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,6,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,0,1,2,1,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0
373,Comerica Inc,Institutional Trust Administrator  - Detroit,1,1,0,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,3,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
374,Comerica Inc,Senior Wealth Advisor Grosse Pointe,1,3,0,2,1,0,1,2,0,1,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
375,Comerica Inc,"Vice President, Relationship Manager- Middle Market- Sacramento",1,4,0,0,0,0,0,1,0,2,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
376,Comerica Inc,Bank Teller at Abrams Goliad,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
377,Comerica Inc,Bank Teller at Highway Six,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
378,Comerica Inc,Relationship Manager Energy Dallas,1,4,0,0,0,0,0,1,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
379,Comerica Inc,Retail Personal Banker at Campbell Central,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
380,Comerica Inc,Banking Center Manager at City of Industry,1,3,0,6,0,0,0,3,0,17,0,4,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,0,0,2,1,0,0,0,3,0,0,1,0,7,0,1,0,2,0,0,1,0,0,0,0,1,1,1,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0
381,Comerica Inc,Part Time Bank Teller at San Jose Airport,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
382,Comerica Inc,Lead Bank Teller at Crooks and Maple     Troy,1,1,0,4,1,0,0,4,0,20,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,3,0,0,1,1,1,0,0,4,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
383,Comerica Inc,"Vice President, Private Banking Officer- Wealth Management- San Francisco",1,2,0,0,0,0,0,1,0,3,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
384,Comerica Inc,"Wealth Planning Manager-  Texas, Michigan, or California",1,2,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,1,0,0,0,0,0,0,3,0,0,2,0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
385,Comerica Inc,Retail Personal Banker at Carmel,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
386,Comerica Inc,Credit Support Specialist in San Jose,1,8,0,0,1,0,0,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
387,Comerica Inc,Credit Support Specialist in San Jose,1,8,0,0,1,0,0,1,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
388,Comerica Inc,Retail Personal Banker at San Francisco Embarcadero,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
389,Comerica Inc,Retail Personal Banker at Westwood,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
390,Comerica Inc,Retail Personal Banker at Friendswood,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
391,Comerica Inc,Domain Architect  Auburn Hills,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,2,0,7,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Comerica Inc,Senior Wealth Advisor Boca Raton,1,3,0,2,1,0,1,2,0,1,0,3,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,2,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0
393,Comerica Inc,Lockbox Processor,1,1,0,0,5,0,0,1,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
394,Comerica Inc,Bank Teller at San Felipe,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
395,Comerica Inc,Bank Teller at Franklin Village   Franklin,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
396,Comerica Inc,Assistant Banking Center Manager at Wayne and Canyon  Westland,1,2,0,6,0,0,0,5,0,14,0,4,0,0,3,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,0,0,2,0,0,2,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
397,Comerica Inc,Retail Person Banker at Highway Two Forty Nine,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
398,Comerica Inc,Bank Teller at San Jose Airport,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
399,Comerica Inc,Retail Personal Banker at Hayward,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
400,Comerica Inc,Bilingual in Spanish- Bank Teller at Highway Six,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
401,Comerica Inc,Retail Personal Banker at Oakland,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
402,Comerica Inc,"Dealer Floorplan Examiner-Raleigh, NC",1,2,0,0,0,0,0,3,0,4,0,6,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0
403,Comerica Inc,Bank Teller at Crooks and Maple     Troy,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
404,Comerica Inc,Part Time Bank Teller at Escondido,1,2,0,4,1,0,0,4,0,19,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,2,0,0,1,0,1,0,0,3,0,0,1,0,3,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,6,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
405,Comerica Inc,"Trust Client Assistant, Sr. in San Francisco",1,3,0,0,3,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
406,Comerica Inc,Alliance Trust Business Development Officer III,1,4,0,0,0,0,1,2,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0
407,Comerica Inc,"Retail Personal Banker at Jackson Zeeb, Ann Arbor",1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
408,Comerica Inc,Senior Securities Sales Assistant,1,6,0,0,0,0,0,2,0,1,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
409,Comerica Inc,Quantitative Financial Analytics Officer II,1,8,0,0,6,0,0,1,2,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,1,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
410,Comerica Inc,Retail Personal Banker at Bedford,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
411,Comerica Inc,Retail Personal Banker at Galleria,1,2,0,6,0,0,0,3,0,15,0,4,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,2,0,0,0,0,1,0,0,1,0,5,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
412,Comerica Inc,Regional Trust Advisor,1,3,0,0,0,0,0,3,0,1,0,3,0,0,1,2,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,8,0,1,0,0
413,Comerica Inc,Operations Analyst III,1,3,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
